company_name,ratings,reviews,Industry,locations,highly_rated_aspects,critically_rated_aspects
Moneyboxx Finance,3.8,158,NBFC,Mumbai +70 other locations,"Salary & Benefits, Work Life Balance",
SkilloVilla,3.9,150,Education & Training,Bangalore / Bengaluru +1 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Kartavya Healtheon,3.7,151,Internet,Mumbai +26 other locations,Company Culture,"Job Security, Promotions / Appraisal"
Deccan iServices,3.8,148,,Chennai +7 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Talent Corner HR Services,3.6,148,Recruitment,Mumbai +29 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
Barco Electronic Systems,4.1,148,Consumer Electronics & Appliances,Noida +5 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Liebherr,3.8,148,Industrial Machinery,Mumbai +26 other locations,"Job Security, Salary & Benefits",Promotions / Appraisal
Magnum Group,3.2,148,Bhopal +11 other locations,,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Shilpa Biologicals,2.8,148,Dharwad +10 other locations,,,"Job Security, Company Culture, Promotions / Appraisal"
IFFCO Kisan Finance,3.7,149,,New Delhi +42 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
RPSG,4.0,148,FMCG,Kolkata +34 other locations,"Work Life Balance, Salary & Benefits, Job Security",Promotions / Appraisal
Tamilnadu Petroproducts,4.1,148,Petrochemicals,Chennai +4 other locations,Work Life Balance,Promotions / Appraisal
GIRDHARI LAL CONSTRUCTIONS,3.9,148,Engineering & Construction,New Delhi +25 other locations,Salary & Benefits,
GKB RX Lens,4.1,147,Medical Equipment,Gurgaon / Gurugram +21 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
CARS24 Financial Services,3.4,147,,Gurgaon / Gurugram +27 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
Optimus Information,3.1,147,IT Services & Consulting,Noida +6 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
Bijak,3.4,147,Internet,Gurgaon / Gurugram +14 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Maven Silicon,4.1,147,Semiconductors,Bangalore / Bengaluru +7 other locations,"Company Culture, Skill Development / Learning, Work Life Balance",
Fair Exports,3.4,147,Import & Export,New Delhi +22 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
SunTec Business Solutions,3.0,147,IT Services & Consulting,Thiruvananthapuram +10 other locations,,"Work Life Balance, Company Culture, Work Satisfaction"
Western Coalfields,4.4,147,Metals & Mining,Nagpur +18 other locations,"Job Security, Salary & Benefits, Work Life Balance",
Faber Sindoori Management Services,3.6,147,Facility Management Services,Hyderabad / Secunderabad +21 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Western Coalfields,4.4,147,Metals & Mining,Nagpur +18 other locations,"Job Security, Salary & Benefits, Work Life Balance",
Vega Industries,4.0,147,Beauty & Personal Care,Noida +28 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Ewac Alloys,4.1,147,Industrial Machinery,Ankleshwar +34 other locations,"Skill Development / Learning, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
BDG Metal & Power,4.0,147,Iron & Steel,Durgapur +6 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Ameyo,3.7,147,Software Product,Gurgaon / Gurugram +7 other locations,,"Job Security, Work Satisfaction, Promotions / Appraisal"
Brindavan Beverages,3.9,147,Beverage,Bareilly +11 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
DIC India,3.9,147,Chemicals,Noida +15 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Batra Hospital,3.7,147,Healthcare,New Delhi +7 other locations,,"Promotions / Appraisal, Salary & Benefits"
Banas Dairy,4.4,147,Food Processing,Palanpur +21 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Elkayem Auto Ancillaries,3.3,147,Industrial Machinery,Hosur +6 other locations,,"Company Culture, Salary & Benefits, Promotions / Appraisal"
Creative Garments,3.9,147,Fashion & Textile,Mumbai +13 other locations,,"Job Security, Company Culture, Work Satisfaction"
Teletext Holidays,3.5,147,Travel & Tourism,Hyderabad / Secunderabad +4 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
SunTec Business Solutions,3.0,147,IT Services & Consulting,Thiruvananthapuram +10 other locations,,"Work Life Balance, Company Culture, Work Satisfaction"
Optimus Information,3.1,147,IT Services & Consulting,Noida +6 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
SKS Business Services,3.2,147,Accounting & Auditing,Jamnagar +21 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
ETV Network,3.9,147,Broadcasting,Hyderabad / Secunderabad +12 other locations,"Work Life Balance, Skill Development / Learning, Job Security",
Sohan Lal Commodity Management,4.0,147,Logistics,New Delhi +29 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
Gail Gas,3.7,147,Oil & Gas,Bangalore / Bengaluru +35 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Company Culture"
Mehta Cad Cam Systems,3.8,147,Industrial Machinery,Ahmedabad +19 other locations,"Work Life Balance, Job Security","Salary & Benefits, Promotions / Appraisal, Company Culture"
Banas Dairy,4.4,147,Food Processing,Palanpur +21 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Elkayem Auto Ancillaries,3.3,147,Industrial Machinery,Hosur +6 other locations,,"Company Culture, Salary & Benefits, Promotions / Appraisal"
SequelOne,3.4,147,IT Services & Consulting,Gurgaon / Gurugram +22 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Mehta Cad Cam Systems,3.8,147,Industrial Machinery,Ahmedabad +19 other locations,"Work Life Balance, Job Security","Salary & Benefits, Promotions / Appraisal, Company Culture"
Sakshi,3.6,147,Printing & Publishing,Hyderabad / Secunderabad +27 other locations,"Work Life Balance, Work Satisfaction, Job Security","Promotions / Appraisal, Salary & Benefits"
Yashoda Super Speciality Hospitals,3.8,147,,Hyderabad / Secunderabad +8 other locations,"Job Security, Skill Development / Learning",Promotions / Appraisal
Planit Testing India,3.3,147,IT Services & Consulting,Hyderabad / Secunderabad +5 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Thar Worx,3.9,147,BPO,Bangalore / Bengaluru +7 other locations,Work Life Balance,Promotions / Appraisal
ETV Network,3.9,147,Broadcasting,Hyderabad / Secunderabad +12 other locations,"Work Life Balance, Skill Development / Learning, Job Security",
Kantar Operations,3.9,147,Analytics & KPO,Hyderabad / Secunderabad +17 other locations,Company Culture,"Promotions / Appraisal, Salary & Benefits"
Verint Systems,3.9,147,IT Services & Consulting,Bangalore / Bengaluru +5 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Teach For India,3.9,147,Non-Profit,New Delhi +13 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
Altruistic Technology Labs,3.4,147,,Bangalore / Bengaluru +15 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Creative Garments,3.9,147,Fashion & Textile,Mumbai +13 other locations,,"Job Security, Company Culture, Work Satisfaction"
AKM Global,4.1,147,Accounting & Auditing,Gurgaon / Gurugram +11 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Ciklum,3.4,147,IT Services & Consulting,Pune +2 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Everest Group,2.9,147,Analytics & KPO,Gurgaon / Gurugram +14 other locations,,"Work Satisfaction, Skill Development / Learning, Promotions / Appraisal"
MAHLE Engine Components,3.7,147,Automobile,Chennai +18 other locations,,"Promotions / Appraisal, Salary & Benefits"
SKS Business Services,3.2,147,Accounting & Auditing,Jamnagar +21 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Ogilvy,3.5,147,Marketing & Advertising,Mumbai +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Donaldson India Filter Systems,3.8,147,Industrial Machinery,Gurgaon / Gurugram +8 other locations,"Work Life Balance, Salary & Benefits","Promotions / Appraisal, Skill Development / Learning"
Brand Factory,4.6,146,Retail,Mumbai +40 other locations,"Work Life Balance, Work Satisfaction, Job Security",
Tekskills,3.9,146,IT Services & Consulting,Hyderabad / Secunderabad +12 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Proventech,4.0,147,Software Product,Hyderabad / Secunderabad +4 other locations,"Skill Development / Learning, Job Security, Company Culture",
NimbusPost,3.2,145,Logistics,Gurgaon / Gurugram +9 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Bhadra International,3.7,146,Logistics,Chennai +8 other locations,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Interra Information Technologies,3.0,147,IT Services & Consulting,Noida +4 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Million Minds Management Services,3.5,146,Recruitment,New Delhi +39 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Swastik Infralogics Private Limited,3.9,146,Engineering & Construction,Mumbai +22 other locations,Skill Development / Learning,Promotions / Appraisal
Spinco Biotech,3.7,146,Biotechnology,Chennai +16 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
Dr D Y Patil Medical College,4.1,147,Healthcare,Pune +7 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
Omninos Solutions,4.2,146,Software Product,Mohali +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Raj Industries,3.7,146,Packaging,Ludhiana +35 other locations,,"Promotions / Appraisal, Job Security"
B5 Plus,3.2,146,Iron & Steel,Vadodara +12 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Meghmani Group,3.4,146,Bharuch +14 other locations,,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
NetProphets Cyberworks,3.3,147,IT Services & Consulting,Noida +14 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Space Matrix Design Consultants,3.5,146,Architecture & Interior Design,Bangalore / Bengaluru +10 other locations,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
IBM Consulting,3.8,146,,Bangalore / Bengaluru +12 other locations,"Work Life Balance, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Samvardhana Motherson Auto Component,3.9,147,Electrical Equipment,Chennai +15 other locations,"Job Security, Skill Development / Learning",
Kirloskar Ebara Pumps,3.6,146,Industrial Machinery,Pune +10 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
SanDisk India Device Design Centre,3.8,146,Hardware & Networking,Bangalore / Bengaluru +9 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Omninos Solutions,4.2,146,Software Product,Mohali +9 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
GKN Sinter Metals,3.9,146,Auto Components,Pune +9 other locations,Salary & Benefits,"Work Satisfaction, Promotions / Appraisal"
Nium,3.4,146,FinTech,Mumbai +11 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Niveus Solutions (Part of NTT Data),3.7,147,IT Services & Consulting,Mangaluru +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Badri Rai and Company,3.9,147,Engineering & Construction,Guwahati +16 other locations,,Promotions / Appraisal
Nxtra Data,4.1,146,IT Services & Consulting,Pune +12 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",Promotions / Appraisal
Bijnis,3.7,146,Internet,New Delhi +35 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Amazon Pay,3.8,146,,Bangalore / Bengaluru +31 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
EMB Global,4.4,146,Internet,Gurgaon / Gurugram +2 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
MedTourEasy,4.7,146,Internet,New Delhi +9 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Spinco Biotech,3.7,146,Biotechnology,Chennai +16 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction"
Krishak Bharati Cooperative,4.3,146,Agro Chemicals,Surat +22 other locations,"Job Security, Work Life Balance, Salary & Benefits",
Sportz Interactive,3.1,146,Internet,Mumbai +4 other locations,,"Work Life Balance, Promotions / Appraisal, Salary & Benefits"
IBM Consulting,3.8,146,,Bangalore / Bengaluru +12 other locations,"Work Life Balance, Skill Development / Learning, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Jhajharia Nirman Limited,4.2,146,Engineering & Construction,Bilaspur +32 other locations,"Company Culture, Work Life Balance, Job Security",
B5 Plus,3.2,147,Iron & Steel,Vadodara +12 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Space Matrix Design Consultants,3.5,146,Architecture & Interior Design,Bangalore / Bengaluru +10 other locations,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
Pasa Resources,3.5,146,Agro Chemicals,Ranchi +16 other locations,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Futran Solutions,3.8,146,Software Product,Hyderabad / Secunderabad +3 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Job Security
Dealmoney Securities,3.1,146,Financial Services,Mumbai +17 other locations,,"Work Satisfaction, Promotions / Appraisal, Salary & Benefits"
Elektrobit India,4.0,146,IT Services & Consulting,Bangalore / Bengaluru +1 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Ncr Eduservices,3.1,146,Education & Training,Noida +9 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Meghmani Group,3.4,146,Bharuch +14 other locations,,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Klassic Wheels,2.6,146,Auto Components,Ahmednagar +10 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
NimbusPost,3.2,145,Logistics,Gurgaon / Gurugram +9 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
"Apollo Gleneagles Hospitals, Kolkata",4.1,146,Healthcare,Kolkata +1 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
L&T Power Transmission & Distribution,4.3,146,Power,Chennai +30 other locations,"Job Security, Skill Development / Learning, Work Satisfaction",
Raj Industries,3.7,146,Packaging,Ludhiana +35 other locations,,"Promotions / Appraisal, Job Security"
SRV Media,3.2,146,Marketing & Advertising,Pune +6 other locations,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
IPG Mediabrands,3.4,146,Marketing & Advertising,Pune +11 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Euronics Industries,3.7,146,Building Material,Gurgaon / Gurugram +18 other locations,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Damro Furniture,3.7,146,Furniture & Furnishing,Bangalore / Bengaluru +29 other locations,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Specsmakers Opticians,3.7,146,Retail,Chennai +19 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
Jai Beverages,3.6,146,Beverage,Jammu +15 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Tarento Technologies,3.9,146,IT Services & Consulting,Bangalore / Bengaluru +5 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
Neverskip,3.7,145,Education & Training,Chennai +27 other locations,,"Promotions / Appraisal, Salary & Benefits"
W3Softech India,4.1,145,IT Services & Consulting,Hyderabad / Secunderabad +2 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Isprava,3.3,145,Real Estate,Mumbai +8 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Uno Minda Kyoraku,3.8,145,Automobile,Bawal +12 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
Allyis India,3.1,145,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Overnite Express,3.9,145,Logistics,New Delhi +34 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Drake & Scull International PJSC,4.4,145,Engineering & Construction,Mumbai +15 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
Neverskip,3.7,145,Education & Training,Chennai +27 other locations,,"Promotions / Appraisal, Salary & Benefits"
DOGUS SOMA JV,4.3,145,Engineering & Construction,Mumbai +3 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Drytech Processes (I),3.9,145,Food Processing,Pandhurna +8 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Qualtech Consultants,3.5,145,IT Services & Consulting,Noida +5 other locations,,"Work Life Balance, Promotions / Appraisal, Company Culture"
MGM Medical College & Hospital,3.9,145,Healthcare,Aurangabad +15 other locations,"Skill Development / Learning, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
PolicyX.com,2.9,145,FinTech,Gurgaon / Gurugram +5 other locations,,"Job Security, Work Satisfaction, Skill Development / Learning"
AVIZVA,2.3,145,IT Services & Consulting,Gurgaon / Gurugram +4 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Jasper Industries,4.2,145,Automobile,Hyderabad / Secunderabad +13 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Alliance University,3.6,145,Education & Training,Bangalore / Bengaluru +4 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction"
AECC Global,3.3,149,Financial Services,Chennai +20 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Fedora Solutions,3.4,145,IT Services & Consulting,Ahmedabad +2 other locations,Job Security,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
John Energy,4.0,145,Oil & Gas,Ahmedabad +14 other locations,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Louis Dreyfus Company,4.0,145,Agriculture,Gurgaon / Gurugram +17 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Volvo Construction Equipment,4.3,145,Industrial Machinery,Bangalore / Bengaluru +26 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Alpha Corp,4.5,145,Real Estate,Gurgaon / Gurugram +9 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Nirmal Industrial Controls,3.7,145,Industrial Automation,Mumbai +19 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Element14,3.7,145,Semiconductors,Bangalore / Bengaluru +6 other locations,Work Life Balance,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Capital Finserve,4.7,145,NBFC,Salem +8 other locations,"Work Satisfaction, Skill Development / Learning, Company Culture",
Astute Corporate Services,3.1,145,Other,Pune +24 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Infoblox,3.8,145,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,"Job Security, Company Culture, Salary & Benefits",
Shri Kshetra Dharmasthala Rural Development Project,4.0,145,,Bangalore / Bengaluru +49 other locations,"Company Culture, Work Life Balance, Job Security",
Meena Bazaar,3.5,145,Fashion & Textile,New Delhi +21 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
Sunil Hitech Engineers,4.5,145,Engineering & Construction,Nagpur +29 other locations,"Work Life Balance, Promotions / Appraisal","Job Security, Salary & Benefits, Company Culture"
Deendayal Antyodaya Yojana-National Rural Livelihoods Mission,4.0,145,Government,Bhopal +69 other locations,"Skill Development / Learning, Work Satisfaction","Promotions / Appraisal, Job Security, Salary & Benefits"
Khatib & Alami,3.4,145,Engineering & Construction,Bangalore / Bengaluru +15 other locations,Job Security,"Work Life Balance, Promotions / Appraisal, Company Culture"
Stanadyne India,4.0,145,Auto Components,Chennai +8 other locations,"Work Life Balance, Work Satisfaction","Promotions / Appraisal, Job Security, Salary & Benefits"
Isprava,3.3,145,Real Estate,Mumbai +8 other locations,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Kitex Garments,3.5,145,Fashion & Textile,Kochi +16 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Paras Spices,3.9,145,Food Processing,Moga +12 other locations,Work Life Balance,
Ascent Meditech,3.4,145,Other,Mumbai +31 other locations,,"Job Security, Promotions / Appraisal, Company Culture"
W3Softech India,4.1,145,IT Services & Consulting,Hyderabad / Secunderabad +2 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
Uno Minda Kyoraku,3.8,145,Automobile,Bawal +12 other locations,"Job Security, Skill Development / Learning, Salary & Benefits",
CL Educate,3.7,145,Education & Training,New Delhi +23 other locations,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Aero Club-Woodland Store,3.2,145,Fashion & Textile,New Delhi +55 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Uttam Strips,3.5,145,Iron & Steel,Bhiwadi +10 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
The Calcutta Medical Research Institute,3.9,145,Kolkata +5 other locations,,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Sobha Constructions,3.6,145,Engineering & Construction,Bangalore / Bengaluru +14 other locations,Skill Development / Learning,"Work Life Balance, Promotions / Appraisal, Company Culture"
Uttam Strips,3.5,145,Iron & Steel,Bhiwadi +10 other locations,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Sage Metals,3.7,145,Metals & Mining,New Delhi +8 other locations,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Ford Motor Credit Company,4.1,146,Financial Services,Chennai +15 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Sobha Constructions,3.6,145,Engineering & Construction,Bangalore / Bengaluru +14 other locations,Skill Development / Learning,"Work Life Balance, Promotions / Appraisal, Company Culture"
Aero Club-Woodland Store,3.2,145,Fashion & Textile,New Delhi +55 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Vehant Technologies,3.9,145,IT Services & Consulting,Noida +17 other locations,"Job Security, Company Culture, Work Life Balance",
The Calcutta Medical Research Institute,3.9,145,Kolkata +5 other locations,,"Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
KEM Hospital,3.6,145,Healthcare,Pune +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Rabindranath Tagore International Institute of Cardiac Sciences,3.9,145,Healthcare,Kolkata +9 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Kirtane & Pandit,3.6,145,Accounting & Auditing,Pune +11 other locations,Work Life Balance,"Salary & Benefits, Promotions / Appraisal"
KLM Laboratories,3.7,150,Pharma,Vadodara +31 other locations,Work Life Balance,Salary & Benefits
J&F,3.4,145,Engineering & Construction,Chennai +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Nayati Hospital,3.3,144,Healthcare,Mathura +10 other locations,,"Job Security, Salary & Benefits, Promotions / Appraisal"
Echelon Institute of Technology,4.3,144,Education & Training,Faridabad +4 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Pramati Technologies,4.4,144,IT Services & Consulting,Hyderabad / Secunderabad +3 other locations,"Job Security, Company Culture, Work Life Balance",
CBNITS,3.8,144,IT Services & Consulting,Kolkata +2 other locations,"Salary & Benefits, Work Life Balance, Promotions / Appraisal",Job Security
Jamia Hamdard University,4.0,144,Education & Training,New Delhi +3 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Job Security"
SembCorp,4.0,144,Power,Gurgaon / Gurugram +28 other locations,"Job Security, Salary & Benefits, Company Culture",
Amrit Bottlers,4.1,144,Beverage,Faizabad +9 other locations,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal
ENTRI SOFTWARE,3.9,144,EdTech,Kochi +11 other locations,"Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
Factspan,3.3,144,IT Services & Consulting,Bangalore / Bengaluru +3 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
Arch Pharmalabs,3.9,144,Pharma,Mumbai +14 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
Syniverse Technologies,3.7,144,IT Services & Consulting,Bangalore / Bengaluru +4 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Alniche Life Sciences,3.8,144,Pharma,New Delhi +27 other locations,Work Life Balance,
SembCorp,4.0,144,Power,Gurgaon / Gurugram +28 other locations,"Job Security, Salary & Benefits, Company Culture",
Digital Aptech,4.4,144,IT Services & Consulting,Kolkata +2 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Government of Delhi,4.4,144,Government,New Delhi +1 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
JL Morison India,4.5,144,FMCG,Mumbai +44 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Lester Infoservices,3.2,144,BPO,Mumbai +3 other locations,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Ki Mobility Solution,3.3,144,Software Product,Chennai +29 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Sidwal Refrigeration Industries,4.2,144,Electrical Equipment,Faridabad +18 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
India Pistons,2.7,144,Auto Components,Chennai +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Jodo,3.7,144,FinTech,Bangalore / Bengaluru +20 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Asclepius Wellness,3.7,144,Fitness & Wellness,Jaipur +20 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
Portescap,3.8,144,Electronics Manufacturing,Mumbai +5 other locations,"Company Culture, Work Life Balance",Promotions / Appraisal
STJ Electronics,3.5,144,Semiconductors,New Delhi +12 other locations,,"Company Culture, Promotions / Appraisal, Job Security"
Kotak Mahindra Asset Management Company,4.0,144,Financial Services,Mumbai +53 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Horizontal Integration,3.5,144,IT Services & Consulting,Bangalore / Bengaluru +11 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Shobhit Mediworld,4.0,144,Lucknow +20 other locations,,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
BCITS,3.7,144,IT Services & Consulting,Bangalore / Bengaluru +38 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Arch Pharmalabs,3.9,144,Pharma,Mumbai +14 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
JL Morison India,4.5,144,FMCG,Mumbai +44 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Synamedia,3.3,144,Software Product,Bangalore / Bengaluru +7 other locations,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Akasa Air,3.3,149,Aviation,Mumbai +14 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
AL-SUWAIDI INDUSTRIAL SERVICES,3.5,144,Oil & Gas,Al Jubail +15 other locations,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
India Pistons,2.7,144,Auto Components,Chennai +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Xcaliber Infotech,3.1,144,IT Services & Consulting,Pune +4 other locations,,"Company Culture, Promotions / Appraisal, Job Security"
Wysetek Systems Technologists,3.7,144,IT Services & Consulting,Mumbai +11 other locations,,"Work Life Balance, Promotions / Appraisal"
Syniverse Technologies,3.7,144,IT Services & Consulting,Bangalore / Bengaluru +4 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Skill Development / Learning"
LimeRoad,2.5,144,Internet,Gurgaon / Gurugram +7 other locations,,"Promotions / Appraisal, Job Security, Company Culture"
